"소재지","품목","재배면적.제곱미터.","시도","시도전체면적","시도전채생산량","위도","경도","연도","지점코드","평균습도","토양수분","평균기온","평균지면온도","소재지별생산량"
"전라남도 진도군","배추",261,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,2.18819354375897
"전라남도 진도군","배추",1552,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,13.0117868962219
"전라남도 진도군","배추",4393,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,36.8303993782879
"전라남도 진도군","배추",702,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.88548608321377
"전라남도 진도군","배추",1230,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,10.3121764705882
"전라남도 진도군","배추",188,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,1.57617006217121
"전라남도 진도군","배추",110,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,0.922227164036346
"전라남도 진도군","배추",1457,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,12.2153179818269
"전라남도 진도군","배추",640,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.36568531802965
"전라남도 진도군","배추",1120,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,9.38994930655189
"전라남도 진도군","배추",2200,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,18.4445432807269
"전라남도 진도군","배추",1983,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,16.6252406025825
"전라남도 진도군","배추",1123,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,9.41510095648015
"전라남도 진도군","배추",691,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.79326336681014
"전라남도 진도군","배추",708,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.9357893830703
"전라남도 진도군","배추",204,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,1.71031219512195
"전라남도 진도군","배추",2354,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,19.7356613103778
"전라남도 진도군","배추",3127.7,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,26.2222718268771
"전라남도 진도군","배추",220,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,1.84445432807269
"전라남도 진도군","배추",1183,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,9.91813395504543
"전라남도 진도군","배추",936,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,7.84731477761836
"전라남도 진도군","배추",426,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,3.57153428981349
"전라남도 진도군","배추",578,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,4.84588455284553
"전라남도 진도군","배추",5064,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,42.4559850789096
"전라남도 진도군","배추",369,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,3.09365294117647
"전라남도 진도군","배추",1607,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,13.4729004782401
"전라남도 진도군","배추",1947,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,16.3234208034433
"전라남도 진도군","배추",1959,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,16.4240274031564
"전라남도 진도군","배추",940,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,7.88085031085605
"전라남도 진도군","배추",1943,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,16.2898852702056
"전라남도 진도군","배추",1516,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,12.7099670970827
"전라남도 진도군","배추",156,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,1.30788579626973
"전라남도 진도군","배추",1470,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,12.3243084648494
"전라남도 진도군","배추",1180,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,9.89298230511717
"전라남도 진도군","배추",653,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.47467580105213
"전라남도 진도군","배추",1530,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,12.8273414634146
"전라남도 진도군","배추",2622,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,21.9825420373027
"전라남도 진도군","배추",149,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,1.24919861310378
"전라남도 진도군","배추",258,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,2.1630418938307
"전라남도 진도군","배추",168,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,1.40849239598278
"전라남도 진도군","배추",552,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,4.62790358680057
"전라남도 진도군","배추",1000,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,8.38388330942133
"전라남도 진도군","배추",2000,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,16.7677666188427
"전라남도 진도군","배추",2180,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,18.2768656145385
"전라남도 진도군","배추",820,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,6.87478431372549
"전라남도 진도군","배추",373,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,3.12718847441416
"전라남도 진도군","배추",1203,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,10.0858116212339
"전라남도 진도군","배추",623,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.22315930176949
"전라남도 진도군","배추",1294,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,10.8487450023912
"전라남도 진도군","배추",1698,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,14.2358338593974
"전라남도 진도군","배추",1444,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,12.1063274988044
"전라남도 진도군","배추",1705,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,14.2945210425634
"전라남도 진도군","배추",800,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,6.70710664753706
"전라남도 진도군","배추",1950,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,16.3485724533716
"전라남도 진도군","배추",1050,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,8.8030774748924
"전라남도 진도군","배추",3017,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,25.2941759445242
"전라남도 진도군","배추",245,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,2.05405141080823
"전라남도 진도군","배추",700,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,5.86871831659493
"전라남도 진도군","배추",400,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,3.35355332376853
"전라남도 진도군","배추",257,"전라남도",83640000,701228,34.486828620348,126.263446186439,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,2.15465801052128
"경기도 용인시 처인구","배추",1652,"경기도",14350000,124769,37.2343060386837,127.201357139725,2022,119,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553,14.3636507317073
"경기도 용인시 처인구","배추",1726,"경기도",14350000,124769,37.2343060386837,127.201357139725,2022,119,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553,15.007058815331
"경기도 용인시 처인구","배추",341,"경기도",14350000,124769,37.2343060386837,127.201357139725,2022,119,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553,2.96489400696864
"경기도 용인시 처인구","배추",1868,"경기도",14350000,124769,37.2343060386837,127.201357139725,2022,119,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553,16.2417067595819
"경기도 용인시 처인구","배추",505,"경기도",14350000,124769,37.2343060386837,127.201357139725,2022,119,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553,4.39082543554007
"경기도 용인시 처인구","배추",519,"경기도",14350000,124769,37.2343060386837,127.201357139725,2022,119,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553,4.51255128919861
"경기도 용인시 처인구","배추",225,"경기도",14350000,124769,37.2343060386837,127.201357139725,2022,119,70.663829787234,15.9829787234043,19.0974468085106,20.7587234042553,1.95630836236934
"전라남도 해남군","배추",832,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,6.97539091343855
"전라남도 해남군","배추",1452,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,12.1733985652798
"전라남도 해남군","배추",1035,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,8.67731922525108
"전라남도 해남군","배추",1974,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,16.5497856527977
"전라남도 해남군","배추",1231,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,10.3205603538977
"전라남도 해남군","배추",1006,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,8.43418660927786
"전라남도 해남군","배추",2950,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,24.7324557627929
"전라남도 해남군","배추",1396,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,11.7039010999522
"전라남도 해남군","배추",2245,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,18.8218180296509
"전라남도 해남군","배추",483,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,4.0494156384505
"전라남도 해남군","배추",2673,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,22.4101200860832
"전라남도 해남군","배추",2122,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,17.7906003825921
"전라남도 해남군","배추",1538,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,12.89441252989
"전라남도 해남군","배추",2495,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,20.9177888570062
"전라남도 해남군","배추",1843,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,15.4514969392635
"전라남도 해남군","배추",2457,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,20.5992012912482
"전라남도 해남군","배추",1076,"전라남도",83640000,701228,34.5735165884839,126.599270065365,2022,258,74.6794871794872,30.131914893617,19.9116379310345,21.6320512820513,9.02105844093735
